docid	author	authordate	title	latestcomp	hathidate	imprint	gutenstring	enumcron	gbindex	nonficprob	juvenileprob	LOCgenres	LOCsubjects	contents	instances	genre	audience	authgender	multiplehtids	comments	coder	Folder	Trimmed
nyp.33433081592846	Hanshew, Thomas W	1857-1914.	The Riddle of the night	1914	1915	New York;W. R. Caldwell;1915	Hanshew, Thomas W. | The Riddle of the Night		33271	0.088995342	0.003163894			Three owls ed.	1	fic | mystery		m			peizhen		
uc1.b3325487	McCarter, Margaret Hill	1860-1938.	Winning the wilderness	1914	1914	Chicago;A. C. McClurg;1914.	McCarter, Margaret Hill | Winning the Wilderness		27505	0.182522379	0.003878425				2	fic		f			peizhen		
mdp.39015063919321	Harris, Credo Fitch	1874-1956.	Sunlight Patch	1915	1915	Boston;Small, Maynard & comp	Harris, Credo Fitch | Sunlight Patch		28987	0	0				2	fic		m			peizhen		
njp.32101066121292	Campbell, R. W		Private Spud Tamson	1915	1915	Edinburgh;W. Blackwood;1915.	Campbell, R. W. | Private Spud Tamson		47315	0.45445262	0.00275851		World War, 1914-1918		1	fic		m			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t5p845w7r	Bailey, Roy Rutherford		Sure Pop and the Safety Scouts	1915	1915	Yonkers-on-Hudson, N.Y.;Worl	Bailey, Roy Rutherford | Sure Pop and the Safety Scouts		29260	0.151369596	0.962410847		Safety education|Accidents|Prevention		1	fic	juv	m			ted		
uc2.ark+=13960=t3gx46n6p	Morris, Gouverneur	1876-1953.	The seven Darlings	1915	1915	New York;Scribner's;1919 [c1	Morris, Gouverneur | The Seven Darlings		43977	0.251236881	0.198412834				1	fic		m			wenyi		
uc2.ark+=13960=t0sq8rt21	Bindloss, Harold	1866-1945.	Harding of Allenwood	1915	1915	New York;Frederick A. Stokes	Bindloss, Harold | Harding of Allenwood		38343	0.043841543	0.005366114				1	fic		m			ted		
uc2.ark+=13960=t2v40mk8d	Palmer, John	1885-1944.	Peter Paragon	1915	1915	New York;Dodd, Mead;1915.	Palmer, John | Peter Paragon		56932	0.081779743	0.052583424				1	fic		m			wenyi		
mdp.39015048903515	Marshall, Archibald	1866-1934.	Upsidonia	1915	1915	London;S. Paul & co.;1915	Marshall, Archibald | Upsidonia		39905	0.24943465	0.09827573		Utopias|English fiction		1	fic | historical		m			peizhen		
nyp.33433076072002	Johnston, Mary	1870-1936.	The fortunes of Garin	1915	1915	Boston;New York;Houghton Mif	Johnston, Mary | The Fortunes of Garin		53394	0.053141732	0.072274136				3	fic | historical		f			peizhen		
uc2.ark+=13960=t5r786v80	Glaspell, Susan	1876-1948.	Fidelity	1915	1915	Boston;Small, Maynard;1915	Glaspell, Susan | Fidelity		32432	0.022413467	0.001542361				1	fic		f			peizhen		
uva.x004034087	Perkins, Lucy Fitch	1865-1937.	The Mexican twins	1915	1915	Boston;New York;Houghton Mif	Perkins, Lucy Fitch | The Mexican Twins		28889	0.609468264	0.998503209	Juvenile audience			2	fic	juv	f			wenyi		
nyp.33433074817440	Cooper, Elizabeth	1877-1945.	Living up to Billy	1915	1915	New York;Frederick A. Stokes	Cooper, Elizabeth | Living Up to Billy		33264	0.346602236	0.02030139				1	fic		f			ted		
uc2.ark+=13960=t1rf5kw7b	Carter, Herbert		The Boy Scouts along the Susquehanna	1915	1915	New York;A.L. Burt Co.;c1915	Carter, Herbert | The Boy Scouts Along the Susquehanna		45667	0.221256444	0.008870227				1	fic	juv	m			ted		
nyp.33433074813571	Butler, Ellis Parker	1869-1937.	Red Head and Whistle Breeches	1915	1915	New York;Bancroft Company;c1	Butler, Ellis Parker | Red Head and Whistle Breeches		44152	0.2557074	0.235412556				1	fic		m			ted		
mdp.39015063550175	Harrison, Henry Sydnor	1880-1930.	Angela's business	1915	1915	Boston;New York, Houghton Mi	Harrison, Henry Sydnor | Angela's Business		34297	0.159000906	0.00553427				3	fic		m			peizhen		
nc01.ark+=13960=t52f7r51r	Baily, Waldron	1871-1953.	Heart of the Blue Ridge	1915	1915	New York;W.J. Watt & Co.;c19	Baily, Waldron | Heart of the Blue Ridge		28454	0.019994119	0.014133644		North Carolina|Mountaineers		1	fic		u			ted		
uc2.ark+=13960=t6b27vv1x	Glyn, Elinor	1864-1943.	The career of Katherine Bush	1916	1916	New York;Grosset & Dunlap;c1	Glyn, Elinor | The Career of Katherine Bush		40893	0.072838538	0.027761014				1	fic | romance		f			peizhen	gutenfictiontrimmed	Trimmed
nyp.33433076066491	Bonner, Geraldine	1870-1930.	The Black Eagle mystery	1916	1916	New York;Macaulay;c1916.	Bonner, Geraldine | The Black Eagle Mystery		35484	0.160054926	0.013299735		American fiction		1	fic | mystery		f			ted	gutenfictiontrimmed	Trimmed
uva.x030748977	Barr, Amelia Edith Huddleston	1831-1919.	Jan Vedder's wife	1916	1916	New York;Christian Herald;19	Barr, Amelia Edith Huddleston | Jan Vedder's Wife		32144	0.064364073	0.029392181				1	fic | historical		f			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=fk3222rc5s	Atherton, Gertrude Franklin Horn	1857-1948.	Mrs. Balfame;	1916	1916	New York;Frederick A. Stokes	Atherton, Gertrude Franklin Horn | Mrs. Balfame		39443	0.024007302	0.006849591				4	fic		m			ted		
mdp.39076002619471	Grover, Eulalie Osgood	1873-1958.	The Overall Boys in Switzerland	1916	1916	Chicago;Rand, McNally & Co.;	Grover, Eulalie Osgood | The Overall Boys in Switzerland		45155	0.841349145	0.999998777	Juvenile audience	Description and travel|Travel|Boys|Switzerland|Juvenile fiction|Brothers		1	fic	juv	m			peizhen		
wu.89099779860	Davis, William Stearns,		A victor of Salamis	1916		New York;The Macmillan Compa	Davis, William Stearns | A Victor of Salamis	<blank>	27587							fic | historical		m			morgan		
uc2.ark+=13960=t01z46p6m	Sudermann, Hermann	1857-1928.	The Song of songs	1916	1916	New York;B.W. Huebsch;1916.	Sudermann, Hermann | The Song of Songs		34791	0.06135509	0.008000588				1	fic		m			wenyi		
nyp.33433074863105	Hewlett, Maurice Henry	1861-1923.	Love and Lucy	1916	1916	New York;Dodd, Mead and comp	Hewlett, Maurice Henry | Love and Lucy		29868	0.033187535	0.015930194				3	fic | romance		m			peizhen	gutenfictiontrimmed	Trimmed
nyp.33433076044043	Sawyer, Ruth	1880-1970.	Seven miles to Arden	1916	1916	New York;London;Harper & Bro	Sawyer, Ruth | Seven Miles to Arden		28271	0.024475751	0.005383185				1	fic | romance		f			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433076025018	Maher, Richard Aumerle	1880-1959.	The shepherd of the North	1916	1916	New York;The Macmillan Compa	Maher, Richard Aumerle | The Shepherd of the North		30093	0.056630559	0.004295958		American fiction		1	fic		m			peizhen		
uc2.ark+=13960=t5r789240	Dorling, H. Taprell		Pincher Martin, O. D	1916	1916	London;W. & R. Chambers;pref	Dorling, H. Taprell | Pincher Martin, O.D.		41774	0.550042099	0.051495227				1	fic		m			morgan		
nyp.33433082524566	Bailey, Arthur Scott	1877-1949.	The tale of Jolly Robin	1917	1917	New York, N.Y.;Grosset & Dun	Bailey, Arthur Scott | The Tale of Jolly Robin		28293	0.130571426	0.276329055		Robins		1	fic	juv	m			ted		
nyp.33433074810569	Chase, Mary Ellen	1887-1973.	Virginia of Elk Creek Valley	1917	1917	New York;Grosset & Dunlap;19	Chase, Mary Ellen | Virginia of Elk Creek Valley		27522	0.272320967	0.61284229				1	fic		f			ted		
uc2.ark+=13960=t12n5240r	Bercovici, Konrad	1882-1961.	Crimes of charity	1917	1917	New York;A. A. Knopf;1917.	Bercovici, Konrad | Crimes of Charity		42363	0.983148258	0.061512159		Charities|New York|New York (State)|Charity organization		2	fic | short		m			ted		
uc2.ark+=13960=fk17m04204	Seton, Ernest Thompson	1860-1946.	The preacher of Cedar Mountain	1917	1917	Garden City, N.Y.;Doubleday,	Seton, Ernest Thompson | The Preacher of Cedar Mountain		30313	0.038731536	0.047489876				2	fic | historical		m			wenyi		
nyp.33433081785291	Harvey, Alexander Miller	-1867	Tales and trails of Wakarusa	1917	1917	Topeka;Crane;1917.	Harvey, Alexander Miller | Tales and Trails of Wakarusa		35507	0.917260555	0.472849689				2	fic | folklore | short		m			peizhen		
nyp.33433076039597	Skinner, Constance Lindsay	1882-1939.	Good-morning, Rosamond!	1917	1917	Garden City, New York;Double	Skinner, Constance Lindsay | Good-Morning, Rosamond!		57254	0.078118078	0.142363569				2	fic | romance		f			wenyi		
uc2.ark+=13960=t0qr4ns31	Hutchings, Emily Grant		Jap Herron;	1917	1917	New York;M. Kennerley;1917.	Hutchings, Emily Grant | Jap Herron		33048	0.055727665	0.022648883		Hays, Lola V|Mrs		2	fic		f			peizhen		
nyp.33433074879184	Lynde, Francis	1856-1930.	Stranded in Arcady	1917	1917	New York;C. Scribner's sons;	Lynde, Francis | Stranded in Arcady		34009	0.570726456	0.462765329				2	fic		m			peizhen		
uc2.ark+=13960=t7zk56x55	Allen, James Lane	1849-1925.	The Kentucky warbler	1918	1918	Garden City, New York;Double	Allen, James Lane | The Kentucky Warbler		46905	0.380631461	0.174747299				3	fic		m			ted		
uc2.ark+=13960=t2w37nc59	Titus, Harold	1888-1967.	Bruce of the Circle A	1918	1918	New York;A.L. Burt;c1918.	Titus, Harold | Bruce of the Circle A		39056	0.083455293	0.006421662				1	fic		m			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t1hh6f594	Smith, Harry James	1880-1918.	Cape Breton tales	1918	1920	Boston;The Atlantic Monthly	Smith, Harry James | Cape Breton Tales		44257	0.195122372	0.092430044				1	fic | short		m			wenyi		
uc2.ark+=13960=t5w66bg2z	Hergesheimer, Joseph	1880-1954.	Tubal Cain	1918	1918	New York;Alfred A. Knopf;192	Hergesheimer, Joseph | Tubal Cain		52558	0.044523334	0.00407301				2	fic		m			peizhen		
uc2.ark+=13960=t29884519	Marshall, Archibald	1866-1934.	The Graftons	1918	1918	New York;Dodd, Mead;1918.	Marshall, Archibald | The Graftons		39587	0.07145462	0.072465917				1	fic | historical		m			peizhen		
mdp.39076002631260	Sanderson, Margaret Love		The Camp Fire girls at Driftwood Heights	1918	1918	Chicago;Reilly & Lee;c1918.	Sanderson, Margaret Love | The Camp Fire Girls at Driftwood Heights		57149	0.094040557	0.676564585		Societies and clubs|Girls|Juvenile fiction|Camp Fire Girls		1	fic	juv	f			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433082361878	Kelland, Clarence Budington	1881-1964.	Mark Tidd, manufacturer	1918	1918	New York;Grosset & Dunlap;19	Kelland, Clarence Budington | Mark Tidd, Manufacturer		57229	0.158230445	0.527390686	Juvenile audience			1	fic	juv	m			peizhen		
uc2.ark+=13960=t8tb0zf3r	Stocking, Charles Francis	b. 1873.	Carmen Ariza	1918	1918	Chicago;The Maestro Co.;1918	Stocking, Charles Francis | Carmen Ariza		30312	0.078866456	0.005103782				1	fic		m			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t8rb6x98m	Caldwell, Willie Walker	1860-1946.	Donald McElroy, Scotch Irishman	1918	1918	Philadelphia;G. W. Jacobs;c1	Caldwell, Willie Walker | Donald McElroy, Scotch Irishman		36282	0.158437475	0.113650531				2	fic | historical		m			ted		
uc2.ark+=13960=t06w99303	Sudermann, Hermann	1857-1928.	Iolanthe's wedding	1918	1918	New York;Boni and Liveright;	Sudermann, Hermann | Iolanthe's Wedding		34358	0.184449556	0.010891392				3	fic		m			wenyi		
mdp.39015063977030	Vachell, Horace Annesley	1861-1955.	The soul of Susan Yellam	1918	1918	New York;George H. Doran com	Vachell, Horace Annesley | The Soul of Susan Yellam		36428	0.008173166	0.004994093		World War, 1914-1918		1	fic | historical		m			peizhen		
uc1.b3331893	Hough, Emerson	1857-1923.	Young Alaskans in the far North	1918	1918	New York;Harper;c1918	Hough, Emerson | Young Alaskans in the Far North		28694	0.96686434	0.322296047				3	fic	juv	m			peizhen	gutenfictiontrimmed	Trimmed
nyp.33433082547310	Gregor, Elmer Russell	-1878	Running Fox	1918	1918	New York;London;D. Appleton	Gregor, Elmer Russell | Running Fox		43864	8.51E-05	0.999289328	Juvenile audience	Indians of North America		1	fic	juv	m			peizhen	gutenfictiontrimmed	Trimmed
uc1.l0095255998	Fussell, J. C		Corporal Tikitanu, V.C	1918	1918	s.l.;s.n.;1918;(Auckland, Ne	Fussell, J. C. | Corporal Tikitanu, V.C.		56471	0.593324342	0.083934103		World War, 1914-1918		1	fic		u			peizhen		
loc.ark+=13960=t1hh7dq0x	Klickmann, Flora		Between the larch-woods and the weir	1918	1918	New York;Frederick A. Stokes	Klickmann, Flora | Between the Larch-woods and the Weir		51601	0.827366495	0.06538282				1	fic		m			peizhen		
wu.89100064617	Keith, Eric A		My escape from Germany	1918	1918	London;Nisbet & co., ltd.;19	Keith, Eric A. | My Escape from Germany		49509	0.626121601	0.0613518		Prisoners and prisons, German|World War, 1914-1918		2	fic		m			peizhen		
uc2.ark+=13960=t0vq2sp5f	O'Donnell, Elliott	1872-1965.	Haunted places in England	1919	1919	London;Sands & co.;1919.	O'Donnell, Elliot | Haunted Places in England		44397	0.626214556	0.019853966		Ghosts		2	fic | mystery		m			wenyi		
uc2.ark+=13960=t8x92586s	Maniates, Belle Kanaris		Penny of Top Hill trail	1919	1919	Chicago;The Reilly & Lee Co.	Maniates, Belle Kanaris | Penny of Top Hill Trail		27150	0.026138124	0.171903843				2	fic		f			peizhen		
nyp.33433074785381	Coolidge, Dane	1873-1940.	Shadow Mountain	1919	1919	New York;W. J. Watt & compan	Coolidge, Dane | Shadow Mountain		30574	0.03526576	0.042132801				2	fic		m			ted		
uc2.ark+=13960=t3pv6f43b	Phillpotts, Eden	1862-1960.	Storm in a teacup	1919	1919	London;W. Heinemann;1919.	Phillpotts, Eden | Storm in a Teacup		55468	0.150612014	0.004342714				2	fic		m			wenyi		
mdp.39076002870140	Arlen, Michael	1895-1956.	The London venture	1919	1919	London;W. Heinemann;1919.	Arlen, Michael | The London Venture		40375	0.240044646	0.028848928				1	fic		m		pseud of Dikran Kouyoumdjian	ted		
uc2.ark+=13960=t03x8573q	Perrin, Alice	1867-1934.	Star of India	1919	1919	London;New York;Cassell;1919	Perrin, Alice | Star of India		53372	0.083031892	0.00494745				1	fic		f			wenyi		
miun.afy9029.0001.001	Saltus, Edgar	1855-1921.	The Paliser case	1919	1919	New York;Boni and Liveright;	Saltus, Edgar | The Paliser case		29847						4	fic | mystery		m			wenyi		
uc2.ark+=13960=t9h41kb3n	Lee, Jennette	1860-1951.	Happy Island	1919	1919	New York;Century;1910.	Lee, Jennette | Happy Island		52700	0.024623052	0.016455343				1	fic		f			peizhen		
uc1.b3687730	Gale, Zona	1874-1938.	Peace in Friendship Village	1919	1919	New York;The Macmillan compa	Gale, Zona | Peace in Friendship Village		52410	0.094580734	0.041329549				1	fic		f			peizhen		
mdp.39015030694536	Ozaki, Yei Theodora		Romances of old Japan	1919	1919	London;Simpkin, Marshall, Ha	Ozaki, Yei Theodora | Romances of Old Japan		45933	0.419720044	0.059385217		English fiction|Translations from Japanese|Japanese fiction|Translations into English		1	fic | historical | romance | short		f			wenyi		
uc2.ark+=13960=t2b855v7r	Maurois, Andr¨¦		The silence of Colonel Bramble	1919	1919	London;New York;John Lane;19	Maurois, Andr¨¦ | The Silence of Colonel Bramble		49870	0.537882732	0.119364793		World War, 1914-1918		1	fic | historical		m			peizhen		
uiuo.ark+=13960=t3bz6705z	Mason, Alfred Bishop		Tom Strong, Lincoln's scout	1919	1919	New York;H. Holt and Company	Mason, Alfred Bishop | Tom Strong, Lincoln's Scout		44132	0.218596131	0.046706747		United States|Civil War, 1861-1865|1809-1865|Juvenile literature|Lincoln, Abraham|History		1	fic | historical		m			peizhen		
nyp.33433076067515	Kelly, Eleanor Mercein	1880-1968.	Why Joan?	1919	1919	New York;The Century Co.;191	Kelly, Eleanor Mercein | Why Joan?		34801	0.0951576	0.058655656				1	fic		m			peizhen		
uc2.ark+=13960=t9r20td03	Bercovici, Konrad	1882-1961.	Dust of New York	1919	1919	New York;Boni and Liveright;	Bercovici, Konrad | Dust of New York		43095	0	0		Social life and customs|New York (N.Y.)		2	fic | short		m			ted		
uc2.ark+=13960=t88g8hh1r	MacGrath, Harold	1871-1932.	The Yellow Typhoon	1919	1919	New York and London;Harper &	MacGrath, Harold | The Yellow Typhoon		56945	0.045374829	0.000778956				2	fic		m			peizhen		
loc.ark+=13960=t4kk9df5n	Goddard, Pliny Earle	1869-1928.	Myths and tales from the White Mountain Apache	1919	1919	New York;1919.	Goddard, Pliny Earle | Myths and Tales from the White Mountain Apache		53113	0.843158685	0.999194501		Folklore|Western Apache Indians		1	fic | short		m			peizhen		
mdp.39076002647795	Hill, Grace Livingston	1865-1947.	Exit Betty	1920	1920	New York;Grosset;1920.	Hill, Grace Livingston | Exit Betty		30759	0.697762446	0.441880951		Single women|Adventure stories|Juvenile fiction		1	fic	juv	f			peizhen		
nyp.33433076056765	Rohmer, Sax	1883-1959.	Tales of secret Egypt	1920	1920	New York;R.M. McBride & comp	Rohmer, Sax | Tales of Secret Egypt		40108	0.084013895	0.003481998				1	fic | mystery | short		m			wenyi		
uc2.ark+=13960=t6c24r785	Rhodes, Eugene Manlove	1869-1934.	Bransford of Rainbow Range	1920	1920	New York;Grosset & Dunlap;19	Rhodes, Eugene Manlove | Bransford of Rainbow Range		33498	0.110128146	0.040199327				1	fic		m			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433076076243	McCutcheon, George Barr	1866-1928.	Anderson Crow, detective	1920	1920	New York;Dodd, Mead and comp	McCutcheon, George Barr | Anderson Crow, Detective		28229	0.273053477	0.006230453				3	fic | mystery		m			wenyi		
uc2.ark+=13960=t9z030r6v	Bacon, Frank	1864-1922.	Lightnin'	1920	1920	New York;and London;Harper &	Bacon, Frank | Lightnin'		34280	0.170575231	1.14E-05				2	fic		m			ted		
nyp.33433074875612	McFee, William	1881-1966.	Captain Macedoine's daughter	1920	1920	Garden City, N.Y.;Doubleday,	McFee, William | Captain Macedoine's Daughter		32042	0.142613941	0.000536077				3	fic		m			wenyi		
nc01.ark+=13960=t0qr58d6c	O'Donnell, Elliott	1872-1965.	The Banshee	1920	1920	London;Edinburgh;Sands & Com	O'Donnell, Elliot | The Banshee		34263	0.512337113	0.008783907		Banshees		2	fic | mystery		m			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433074876107	McKenna, Stephen	1888-1967.	Lady Lilith	1920	1920	New York;George H. Doran com	McKenna, Stephen | Lady Lilith		44982	0.192036562	0.001504092				3	fic		m			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433075799910	Leblanc, Maurice	1864-1941.	The secret of Sarek	1920	1920	New York;Macaulay Co.;c1920.	Leblanc, Maurice | The Secret of Sarek		34939	0.134234366	0.033304157				1	fic | mystery		m			peizhen		
nyp.33433082532064	Driscoll, James R		The Brighton boys in the Argonne Forest	1920	1920	Philadelphia;John C. Winston	Driscoll, James R. | The Brighton Boys in the Argonne Forest		51772	0.479621939	0.12346506		World War, 1914-1918		1	fic		m		"not long enough to be historical -- add ""war"" genre? v distinct "	morgan		
nyp.33433076039530	Singmaster, Elsie	1879-1958.	Basil Everman	1920	1920	Boston;New York;Houghton Mif	Singmaster, Elsie | Basil Everman		46405	0.085394856	0.498482176	Juvenile audience			2	fic	juv	f			wenyi		
wu.89052496718	Edwards, Harry Stillwell	1855-1938.	Eneas Africanus	1920	1925	Macon, Ga.|J. W. Burke|1925	Edwards, Harry Stillwell | Eneas Africanus		33594	0.983496905	0.547355889				1	fic | historical		m			morgan		
nyp.33433082539945	Hawley, Mabel C		Four little Blossoms at Brookside Farm	1920	1920	New York;G. Sully & Co.;c192	Hawley, Mabel C. | Four Little Blossoms at Brookside Farm		29598	0.155219029	0.998889987	Juvenile audience			2	fic	juv	m			peizhen	gutenfictiontrimmed	Trimmed
nyp.33433075757132	Vachell, Horace Annesley	1861-1955.	Whitewash	1920	1920	New York;George H. Doran Com	Vachell, Horace Annesley | Whitewash		56827	0.06384727	0.022994218				1	fic		m			peizhen		
uc2.ark+=13960=t2599zc79	Cooper, James A		Tobias o' the light	1920	1920	New York;George Sully & Comp	Cooper, James A. | Tobias o' the Light		40104	0.069758234	0.048382387				2	fic		m			ted		
nyp.33433082529524	Abbott, Jane	b. 1881.	Highacres	1920	1920	Philadelphia;J.B. Lippincott	Abbott, Jane | Highacres		29865	0.0612854	0.894422703				1	fic	juv	f			ted	gutenfictiontrimmed	Trimmed
nyp.33433082361985	Judson, Clara Ingram	1879-1960.	Mary Jane in New England	1921	1921	New York;Grosset & Dunlap;c1	Judson, Clara Ingram | Mary Jane in New England		49957	0.014403271	0.998340541	Juvenile audience			1	fic		f			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t3fx7524h	Holmes, Thomas K		The heart of Canyon Pass	1921	1921	New York;Burt;c1921.	Holmes, Thomas K. | The Heart of Canyon Pass		36953	0.049880211	0.019339987				2	fic		m			peizhen		
nyp.33433074851548	Baldwin, Faith	1893-1978.	Mavis of Green Hill	1921	1921	Boston;Small, Maynard & Comp	Baldwin, Faith | Mavis of Green Hill		37710	0.262363429	0.348153552				1	fic | romance		f			ted	gutenfictiontrimmed	Trimmed
mdp.39076002155484	Orton, Helen Fuller	1872-1955.	Prince and Rover of Cloverfield farm	1921	1921	New York;Frederick A. Stokes	Orton, Helen Fuller | Prince and Rover of Cloverfield Farm		28586	0.999955363	0.999999312	Juvenile audience	Farm life|Dogs|Horses|Juvenile fiction		1	fic	juv	f			wenyi		
uc1.b4105314	Rhodes, Eugene Manlove	1869-1934.	Stepsons of light	1921	1921	Boston;New York;Houghton Mif	Rhodes, Eugene Manlove | Stepsons of Light		32704	0.254080605	0.013407454				3	fic | historical		m			wenyi		
nyp.33433082297189	Roy, Lillian Elizabeth	1868-1932.	Girl scouts in the Rockies	1921	1921	New York;G. Sully & Co.;c192	Roy, Lillian Elizabeth | Girl Scouts in the Rockies		38018	0.17104537	0.989030527	Juvenile audience	Girl Scouts|Children's stories, American		1	fic	juv	f			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433082297304	Roy, Lillian Elizabeth	1868-1932.	Girl Scouts at Dandelion Camp	1921	1921	New York;Grosset & Dunlap;c1	Roy, Lillian Elizabeth | Girl Scouts at Dandelion Camp		37800	0.2764267	0.955570788	Juvenile audience			1	fic	juv	f			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t3kw5b345	Golding, Louis	1895-1958.	Forward from Babylon	1921	1921	New York;Moffat, Yard;1921.	Golding, Louis | Forward from Babylon		56178	0.207142196	0.023061625				2	fic		m			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t9f47k176	McKenna, Stephen	1888-1967.	The education of Eric Lane	1921	1921	New York;George H. Doran Com	McKenna, Stephen | The Education of Eric Lane		29041	0.225311582	0.000567894				2	fic		m			wenyi		
nyp.33433082532114	Dowd, Emma C	d. 1938.	When Polly was eighteen	1921	1921	Boston;New York;Houghton Mif	Dowd, Emma C. | When Polly was Eighteen		58512	0.059977406	0.424854981				1	fic | romance	juv	f			morgan		
nyp.33433074867437	Jenkins, Herbert George	1876-1923.	Malcolm Sage, detective	1921	1921	New York;George H. Doran Com	Jenkins, Herbert George | Malcolm Sage, Detective		28084	0.102255228	0.005662074				1	fic | mystery		m			peizhen		
uc2.ark+=13960=t92809b6r	Singmaster, Elsie	1879-1958.	Ellen Levis;	1921	1921	Boston;New York;Houghton Mif	Singmaster, Elsie | Ellen Levis		52019	0.118119551	0.03183446				2	fic		f			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t17m0gv5v	Hamsun, Knut	1859-1952.	Mothwise	1921	1921	London [etc.;Gyldendal;1921	Hamsun, Knut | Mothwise		46220	0.184871101	0.002394963				1	fic | historical					peizhen	gutenfictiontrimmed	Trimmed
nyp.33433074807441	Britton, Sumner Charles	-1902	Dreamy Hollow	1921	1921	New York;World syndicate com	Britton, Sumner Charles | Dreamy Hollow		47010	0.05386399	0.002528058				2	fic		m			ted		
uc2.ark+=13960=t89g5j48s	Gibbs, George	1870-1942.	The Vagrant Duke	1921	1921	New York;London;D. Appleton	Gibbs, George | The Vagrant Duke		29617	0.034322426	0.003007608				2	fic | mystery		m			peizhen		
uc2.ark+=13960=t4sj1g62c	Hughes, Harold F		Legendary heroes of Ireland	1922	1922	San Francisco;Harr Wagner Pu	Hughes, Harold F. | Legendary Heroes of Ireland		50490	0.25385151	0.360766087				1	fic | short		m			peizhen		
uc1.b3796859	Belloc, Hilaire	1870-1953.	The mercy of Allah	1922	1922	New York;D. Appleton and com	Belloc, Hilaire | The Mercy of Allah		47860	0.343870011	0.017699491				1	fic | historical		m			ted		
mdp.39015051166422	Hecht, Ben	1893-1964.	Gargoyles	1922	1922	New York;Boni and Liveright;	Hecht, Ben | Gargoyles		38489	0.034171137	0.000670463				2	fic		m			peizhen		
uc2.ark+=13960=t25b06m1c	Seton, Ernest Thompson	1860-1946.	Bannertail	1922	1922	New York;Scribner;1922.	Seton, Ernest Thompson | Bannertail		42827	0.430089548	0.919365284		Bannertail (Squirrel)|Squirrels|Juvenile fiction		3	fic	juv	m			wenyi		
nyp.33433074807946	Brown, Alice	1857-1948.	Old Crow	1922	1922	New York;The Macmillan compa	Brown, Alice | Old Crow		31372	0.049287112	0.002451094				3	fic		f			ted		
uc2.ark+=13960=t3804zv9r	Vance, Louis Joseph	1879-1933.	Linda Lee, incorporated	1922	1922	New York;E.P. Dutton & Compa	Vance, Louis Joseph | Linda Lee, Incorporated		36445	0.083844646	0.031857476				1	fic		m			peizhen		
uc2.ark+=13960=t2s46kb90	Ritchie, Robert Welles	1879-1942.	Dust of the desert	1922	1922	New York;Dodd, Mead and Comp	Ritchie, Robert Welles | Dust of the Desert		44691	0.096783849	0.005291855				1	fic		m			wenyi		
uc2.ark+=13960=t3416x052	Housman, Laurence	1865-1959.	Moonshine & clover	1922	1922	New York;Harcourt, Brace;192	Housman, Laurence | Moonshine & Clover		34852	0.114234002	0.96210585		Short stories|Fairy tales		1	fic | short		m			peizhen		
nyp.33433082535844	Gordon, Elizabeth	1866-1922.	Buddy Jim	1922	1922	New York;Chicago [etc.;P. F.	Gordon, Elizabeth | Buddy Jim		50553	0.120146628	0.998022823	Juvenile audience			2	fic	juv	m			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t22b8w54c	Brand, Max	1892-1944.	The garden of Eden	1922	1922	New York;F.A. Munsey;1922.	Brand, Max | The Garden of Eden		33066	0.061770222	0.051407119				1	fic		m			ted		
mdp.39015033444939	Rolland, Romain	1866-1944.	Pierre and Luce	1922	1922	New York;Henry Holt and comp	Rolland, Romain | Pierre and Luce		31542	0.056309643	0.100981926				2	fic | romance		m			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433074930193	Brighouse, Harold	b. 1882.	Hepplestall's	1922	1922	New York;McBride;c1922.	Brighouse, Harold | Hepplestall's		55288	0.135304321	0.001779742				2	fic | historical		m			ted		
uc1.b3144891	Baring, Maurice	1874-1945.	Overlooked	1922	1922	Boston;& New York;Houghton M	Baring, Maurice | Overlooked		42703	0.094021137	0.000805898				4	fic		m			ted		
nyp.33433076064595	Holland, Rupert Sargent	1878-1952.	Peter Cottrell's treasure	1922	1922	Philadelphia;& London;J.B. L	Holland, Rupert Sargent | Peter Cotterell's Treasure		43670	0.179138793	0.435594439				1	fic	juv	m			peizhen		
uc1.31210012521744	Galsworthy, John	1867-1933.	The Forsyte Saga	1922	1923	New York|Charles Scribner's	Galsworthy, John | The Forsyte Saga	v.15	4397	0.432022431	0.121658949			Manaton ed.	1	fic		m	y		peizhen		
